,ID,Name,Address,IsNetObject,TypeObject,is_actual
7109,303524,Китайская кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 54А",,,
148,303513,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Трофимова, дом 13",,,
5225,303501,КОФЕ+,"город Москва, Енисейская улица, дом 26А",нет,,
7215,303481,Чихо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Малая Дмитровка, дом 4",нет,,
5593,303435,Булочная,"город Москва, Большая Косинская улица, дом 18Г, строение 10",,,
3602,303414,Сияй кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 2-я Владимирская улица, дом 32, корпус 1",,,
7437,303309,Чайхана,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Матвеевская улица, дом 8",,,
8309,303270,Буханка Пекарня,"город Москва, Рязанский проспект, дом 2/1, корпус 3",,,
5644,303240,Esh шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 27, строение 1",,,
4,303239,One price coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 27, строение 1",нет,,
3561,303236,Санторини,"город Москва, Садовая-Черногрязская улица, дом 3А, строение 1",,,
218,303218,Мята Lounge,"город Москва, Новоалексеевская улица, дом 22, корпус 1",да,,
1137,303179,Кофе Хауз,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 30",да,,
1374,303173,Выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Краснодарская улица, дом 47",,,
5459,303161,Натуральный кофе с собой,"город Москва, Старопетровский проезд, дом 1, строение 2",нет,,
3212,303155,Штолле,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 43",,,
8904,303154,Кофе и пиво с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, улица Шкулёва, дом 9, строение 1",,,
9221,303119,Кафе ПОЛБАТОНА,"город Москва, Садовническая улица, дом 80",нет,,
1956,303087,Донер Кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Цветной бульвар, дом 25, строение 1",нет,,
1903,303084,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Цветной бульвар, дом 25, строение 1",,,
1560,303003,Кофе с собой,"город Москва, Люблинская улица, дом 141",да,,
6648,302987,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Нахимовский проспект, дом 59А",нет,,
2076,302943,Семейное кафе Kitchen,"Российская Федерация, город Москва, внутригородская территория поселение Московский, улица Татьянин Парк, дом 14, корпус 4",нет,,
7747,302932,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Павловская улица, дом 18",нет,,
4474,302923,Шашлычная УГОЛЕК,"город Москва, Клязьминская улица, дом 9, строение 3",нет,,
6369,302916,Кафе-Кондитерская,"город Москва, улица Гризодубовой, дом 4, корпус 4",,,
4271,302895,KFC,"город Москва, Зелёный проспект, дом 62А",да,,
1635,302875,Мята Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, улица Красного Маяка, дом 2Б",да,,
1030,302874,Нанг,"город Москва, Перовская улица, дом 61А",нет,,
4419,302871,Orange Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Валдайский проезд, дом 8",нет,,
2952,302865,Мята LOUNGE Павелецкая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Садовническая набережная, дом 69",нет,,
409,302860,Моремания,"город Москва, Страстной бульвар, дом 8А",нет,,
8055,302842,Мята Lounge,"город Москва, улица Космонавта Волкова, дом 6А",да,,
7059,302840,Чайхона Омад,"город Москва, 2-я Мякининская улица, земельный участок 38",нет,,
7279,302802,Супчик,"город Москва, Дмитровское шоссе, дом 169, корпус 1",,,
1540,302793,Джари,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Широкая улица, дом 27",,,
7793,302727,BEER BAR,"проспект Мира, дом 188Б, корпус 2, помещение 111",нет,,
6424,302708,Кофе & Сласти,"город Москва, улица Покрышкина, домовладение 8, строение 1",,,
6517,302704,Донер БАZA,"город Москва, Варшавское шоссе, дом 141, корпус 11",,,
1390,302668,Мистер Кофе,"город Москва, 2-я Звенигородская улица, дом 13, строение 1",,,
711,302656,TIGERBUNNY,"город Москва, 2-я Черногрязская улица, дом 6, корпус 2",,,
2549,302650,Mix Salad,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",нет,,
6458,302646,Просвет,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Фадеева, дом 10",,,
2735,302645,Coffee Streеt,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 1-я Тверская-Ямская улица, дом 29, строение 1",,,
6605,302640,Мята Lounge,"город Москва, Новоданиловский проезд, дом 4",да,,
7972,302632,Столовая Openfood,"город Москва, Летниковская улица, дом 2, строение 4",нет,,
5973,302631,Заря,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",нет,,
5776,302601,Кафе «Все Хоккей»,"город Москва, Автозаводская улица, дом 23А",,,
1906,302596,Кофейня «SynCope»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Ленинская Слобода, дом 19, строение 2",,,
3360,302574,Суши Wok,"город Москва, Скобелевская улица, дом 19",да,,
7740,302510,Кафе Напротив,"город Москва, улица 1905 Года, дом 7, строение 1",,,
9977,302509,Degustator,"Пресненская набережная, дом 12, помещение 10/45",нет,,
9955,302392,"Донер, выпечка","Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Маршала Захарова, дом 16, корпус 2",нет,,
1824,302387,Хачапури и вино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Трубная улица, дом 20",нет,,
1348,302367,Stardogs,"город Москва, Судостроительная улица, дом 13",да,,
1257,302247,Профессор Пуф,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Новочерёмушкинская улица, дом 53А",,,
8789,302233,Раковарня Клешни и хвосты,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 118",нет,,
6079,302225,ВкусВилл,"город Москва, Беговая улица, дом 11",,,
2532,302215,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Метрогородок, Пермская улица, дом 7, строение 1",нет,,
4691,302201,Чайхана Тахир,"город Москва, улица Верхние Поля, дом 43",нет,,
6645,302196,"Шаурма, выпечка","город Москва, Измайловское шоссе, дом 69Д",нет,,
9274,302193,ВкусВилл,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 4/2",,,
849,302191,Шаурма,"город Москва, Измайловское шоссе, дом 69Д",нет,,
6139,302189,Holy Berry,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 62",,,
2026,302187,Пекарня «LaPoste»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 48",нет,,
6132,302171,Тайна Кофе,"город Москва, Тайнинская улица, дом 9",нет,,
6093,302168,Восток сити,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Миклухо-Маклая, дом 11Б",,,
8671,302153,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, улица Зои и Александра Космодемьянских, дом 35/1",да,,
6515,302129,Tesla bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Маршала Голованова, дом 19",нет,,
3086,302038,ИНСАМ,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",,,
7670,302012,PEPEPIZZA,"город Москва, Производственная улица, дом 12, корпус 1",нет,,
9724,301972,Мята Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Дегунинская улица, дом 10, строение 2",да,,
8509,301957,"МАМА, Я В ТБИЛИСИ","Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, Енисейская улица, владение 9А",,,
6226,301955,АВ Гранд-кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 54/2, строение 1",нет,,
4997,301927,Охотка,"город Москва, улица Сретенка, дом 34/1, строение 1",,,
427,301912,Кафе «Чайхона Шахерезада»,"город Москва, поселение Рязановское, посёлок Ерино, дом 17",нет,,
290,301848,Хатимаки,"город Москва, город Щербинка, улица 40 лет Октября, дом 11/2",нет,,
1586,301827,BLACK STAR GAMING CLUB,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мосфильмовская улица, дом 53",нет,,
1344,301826,БЕЛЬ ПОСТО,"город Москва, улица Соловьиная Роща, дом 11",нет,,
2201,301749,БлинБери,"город Москва, Большая Тульская улица, дом 13",нет,,
953,301711,Весна,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Спартаковский переулок, дом 2, строение 1",нет,,
1574,301614,Пиццерия Pizza express,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Люблинская улица, дом 147",нет,,
6884,301613,Mosdesserts,"Российская Федерация, город Москва, внутригородская территория поселение Московский, город Московский, улица Хабарова, дом 2",,,
2012,301544,Osteria UNICA,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Овчинниковская набережная, дом 20, строение 1",,,
6052,301441,Наука и жизнь,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, улица Рождественка, дом 5/7, строение 2",,,
9997,301366,Up Sushi,"город Москва, город Московский, улица Москвитина, дом 9, корпус 2",,,
3157,300629,Don Caliano,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Пушкинская площадь, дом 2",нет,,
9486,300620,Щас спою,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Пушкинская площадь, дом 2",нет,,
9473,300488,Столовая института ТУРО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Подсосенский переулок, дом 20, строение 1",нет,,
2371,300337,Дабл Би,"город Москва, Мичуринский проспект, дом 7, корпус 1",да,,
4462,300175,Coffee Mouse,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Оружейный переулок, дом 15А",нет,,
4373,300024,Sbarro,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б",,,
7788,299804,"НИЯМА, Пицца ПИ","город Москва, Ярцевская улица, дом 19",да,,
6221,299746,Rebellion,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Петровский бульвар, дом 8, строение 1",нет,,
8550,299646,Квартира,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, 2-й Новоподмосковный переулок, дом 8",нет,,
7126,299527,"Снэки, выпечка","Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Тихорецкий бульвар, дом 2, корпус 1",,,
1478,299381,Coffee S,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, 2-я Звенигородская улица, дом 13, строение 37",,,
4580,299362,Манана,"город Москва, Пятницкая улица, дом 29",нет,,
2604,299341,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Краснодарская улица, дом 47",,,
8677,299327,Harat's,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большой Строченовский переулок, дом 7",,,
995,299290,Пиццерия Локация,"город Москва, Сельскохозяйственная улица, дом 35А",нет,,
9142,299220,Pizza Hut,"город Москва, Краснопролетарская улица, дом 16, строение 2",нет,,
4977,299210,Кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 66/11",нет,,
3148,299201,Мангал Хаус,"город Москва, город Щербинка, Заводская улица, дом 1А, строение 1",нет,,
4161,299181,Ванильное небо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Бутырский Вал, дом 68/70, строение 1",нет,,
205,299178,The Бык,"город Москва, Страстной бульвар, дом 8А",,,
3580,299146,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Сходненская улица, дом 37",,,
8540,298956,Суши Wok,"город Москва, поселение Киевский, рабочий посёлок Киевский, дом 22А",да,,
4530,298919,Грин Сити,"город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, улица Академика Валиева, дом 6, строение 6",,,
3608,298857,GRAO de Cafe,"город Москва, Рублёвское шоссе, дом 101",нет,,
1792,298801,I am Smoking,"город Москва, улица Викторенко, дом 3",нет,,
2204,298799,Кофе с собой,"город Москва, 4-я улица 8 Марта, дом 6А",да,,
4033,298797,ПРАВDА Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, улица 8 Марта, дом 1, строение 12",да,,
788,298712,Каприз,"город Москва, Рязанский проспект, дом 7Д",нет,,
3728,298687,Coffee Moose,"город Москва, Енисейская улица, дом 22, корпус 2",,,
501,298582,Чайная 1314,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 36, строение 13/14",,,
6973,298323,Кофешефф (Метро),"город Москва, улица Мастеркова, дом 4",нет,,
7925,298313,Tokpokki,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица 1905 Года, дом 9, строение 1",нет,,
9202,298228,BB&BURGERS,"город Москва, проспект Вернадского, дом 86А",,,
5374,298149,Munterra,"город Москва, Большой Харитоньевский переулок, дом 25",нет,,
7341,298129,Кафе Пекарня,"город Москва, город Московский, 1-й микрорайон, владение 158",нет,,
5065,298127,Плов центр,"город Москва, город Московский, 1-й микрорайон, владение 158",нет,,
5260,298107,Уют,"город Москва, Митинская улица, дом 55, корпус 1",нет,,
7729,298094,КИМЧИ,"город Москва, улица Бутырский Вал, дом 10",нет,,
9601,298022,KFC,"город Москва, Краснобогатырская улица, дом 13",да,,
8968,297984,Cinnabon,"город Москва, Новоясеневский проспект, дом 11",нет,,
97,297962,Brownie mama,"улица Ленинская Слобода, дом 26, помещение 102Н/5",нет,,
3079,297957,Wine Express,"Большая Никитская улица, дом 22/2, квартира 37",,,
7369,297903,ДРУЗЬЯ Lounge кальянная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, 3-я Хорошёвская улица, дом 21, корпус 1",,,
8919,297885,Фреш Маркет,"город Москва, улица Удальцова, дом 87, корпус 1",,,
966,297874,Costa Cofee,"город Москва, Ленинградское шоссе, дом 16А, строение 1",нет,,
4961,297826,Дабл Би,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 10",да,,
9743,297705,Пекарня «Pekari»,"город Москва, Старокрымская улица, дом 15, корпус 1",нет,,
8705,297619,Выпечка DONER HOUSE,"город Москва, улица Покрышкина, дом 5, строение 1",нет,,
1404,297605,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 18",да,,
1085,297602,Кафе Ниппон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Ленинский проспект, дом 73/8",,,
6065,297550,Кебаб,"город Москва, улица Пришвина, дом 13",,,
9544,297431,Шаурма,"город Москва, Угрешская улица, дом 31А",нет,,
7668,297382,Main Food,"город Москва, Каширское шоссе, дом 61Г",,,
5204,297316,Атмосфера,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 6, строение 2",нет,,
4368,297260,GOG,"город Москва, Яузская улица, дом 8, строение 2",нет,,
9350,297255,ПРАВDА Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Динамовская улица, дом 1А",,,
7160,297182,ТОТО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Столешников переулок, дом 7, строение 3",,,
4005,297176,Кафе,"город Москва, проезд Стратонавтов, дом 9, корпус 2",нет,,
4195,297175,Кафе,"город Москва, проезд Стратонавтов, дом 9, корпус 2",нет,,
8667,297159,OneDoubleCoffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Цветной бульвар, дом 25, строение 1",нет,,
7702,297154,Шаурма,"город Москва, улица Юных Ленинцев, владение 54, строение 3",нет,,
9749,297099,One Price Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, 7-я Кожуховская улица, дом 9",,,
7338,297087,Coba,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новая площадь, дом 10",нет,,
4579,297076,Fabbrica Pasta and Panini,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Столярный переулок, дом 3, корпус 13",,,
3859,297051,COSMIC LATTE кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Валовая улица, дом 30",нет,,
7681,297037,BB Love Cake,"город Москва, 3-й Нижнелихоборский проезд, дом 3, строение 6",нет,,
2032,297019,Пивариус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, 2-й Новоподмосковный переулок, дом 8",нет,,
8999,296949,Маленький пекарь,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Южнобутовская улица, дом 91",,,
4303,296942,Гараж гриль,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Гаражная улица, дом 4",,,
7656,296932,Мишка Водка Балалайка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская улица, дом 38, строение 1",нет,,
4906,296897,Кофемания,"город Москва, Усачёва улица, дом 26",да,,
9488,296861,Cinnabon,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 75",нет,,
7421,296825,Take it easy,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Сретенский тупик, дом 5",нет,,
3281,296813,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Ряжская улица, дом 13, корпус 1",,,
9015,296801,Мзиури,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Климентовский переулок, дом 14",нет,,
3834,296682,Fruktonit,"улица Поляны, дом 5, машино-место 217",нет,,
2832,296635,Lemon,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Привольная улица, дом 70",,,
5461,296630,URBAN ROASTER,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большая Серпуховская улица, дом 48, строение 1",,,
8272,296575,Еще одна кондитерская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Осенний бульвар, дом 20, корпус 1",нет,,
1074,296554,Чайхана «София»,"город Москва, Ореховый бульвар, дом 26А",,,
3036,296515,Иксики,"город Москва, улица Зои и Александра Космодемьянских, дом 23",нет,,
2879,296458,Кофе с собой,"город Москва, улица Дмитрия Ульянова, дом 27",да,,
309,296417,Poke Bowl,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Войковский, Ленинградское шоссе, дом 16А, строение 4",нет,,
8326,296389,"Aioku.Суши, роллы, wok","Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, улица Генерала Кузнецова, дом 17",нет,,
2985,296382,МОРЕКОФЕОКЕАН BY ERWIN,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,,
4025,296336,GETBIG Coffee и Тандыр,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 27, строение 2",нет,,
2194,296321,Рыбалюбовь,"улица Ленинская Слобода, дом 26, помещение 102Н/5",,,
7806,296318,Пекарня «Татарские пироги»,"город Москва, поселение Десеновское, Нововатутинский проспект, дом 12",нет,,
3373,296292,Crab Meet,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Мытная улица, дом 74",нет,,
6937,296225,Рюмочная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Малая Бронная улица, дом 24, строение 4",,,
7828,296167,Шашлыки на углях,"город Москва, Профсоюзная улица, дом 64А",нет,,
6273,296088,Суши Бар,"город Москва, Планетная улица, дом 45",нет,,
4054,296073,Шаурма & Бургер,"город Москва, улица Скульптора Мухиной, дом 18, строение 1",,,
1917,296071,Кафе Южный порт,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Трофимова, дом 36, строение 2",нет,,
4101,296067,Милти,"город Москва, улица Шаболовка, дом 59, корпус 1",да,,
7358,296032,Палки-Скалки пицца суши вок,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Римского-Корсакова, дом 11, корпус 8, помещение 9Н",нет,,
1032,296031,ПаПан,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Римского-Корсакова, дом 11, корпус 7",нет,,
3216,295990,Хлебница пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Мастеркова, дом 3",,,
709,295974,Кафе White Fox Cafe,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Молодёжная улица, дом 6",нет,,
8499,295896,Hibiki,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Трубецкая улица, дом 10",,,
9316,295821,ТОМ-ЯМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Вавилова, дом 3",нет,,
5954,295764,Суши LOVE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Декабристов, дом 20, корпус 1",нет,,
9858,295758,Кофе с собой,"город Москва, Краснопресненская набережная, дом 12",да,,
6968,295689,Легенда,"город Москва, Петрозаводская улица, дом 22А, строение 1",,,
2819,295554,Чайхана Райхан,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 32",нет,,
9900,295529,Вкусно - и точка,"город Москва, Чертановская улица, владение 22, строение 7",,,
9155,295484,HIGH coffee,"город Москва, Дмитровское шоссе, дом 68",нет,,
2361,295477,One price coffee,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,,
8390,295472,ONE and DOUBLE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 39/6",нет,,
1657,295471,COFFE WAY,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,,
3199,295451,ATLANTICA seafood,"город Москва, Кутузовский проспект, дом 36А",нет,,
8785,295410,Grace bistro,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Спиридоновка, дом 25/20, строение 1",,,
3367,295406,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 1/2",,,
4767,295403,IKI Bar Kitchen,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Грузинский Вал, дом 11, строение 4",нет,,
6193,295364,Марукамэ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 33",да,,
4830,295348,COFFEE WAY,"город Москва, Муравская улица, дом 42, корпус 2",нет,,
4215,295316,Чайхона Фаррух,"город Москва, Люблинская улица, дом 102А",нет,,
6138,295242,Ratio coffee,"город Москва, Артековская улица, дом 5",нет,,
4075,295223,РОССО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Настасьинский переулок, дом 8, строение 1",,,
5738,295209,ARTEST,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Трубниковский переулок, дом 15, строение 2",,,
7640,295133,Хип-Хоп Кофейня DOPE CITY COFFEE,"город Москва, улица Правды, дом 8, корпус 13",нет,,
1056,295094,Японская кухня «OSAKA»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Луков переулок, дом 10",нет,,
4196,295032,Surf Coffeе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 5",нет,,
2488,295021,Pandora,"город Москва, Амурская улица, дом 1А, корпус 4",нет,,
4074,295016,Пекарня «Пять хлебов»,"город Москва, Амурская улица, дом 1А, корпус 2",,,
4031,295000,Riesling Boyz,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 16/2",,,
521,294969,Зал русских традиций,"город Москва, улица Генерала Белобородова, дом 12, корпус 1",нет,,
2816,294962,OnePriceCoffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 1-я Тверская-Ямская улица, дом 4",,,
4413,294913,СУШИWOK,"город Москва, Ярцевская улица, дом 19",нет,,
868,294891,BLAK NHAI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 2/1, строение 1",нет,,
9850,294867,Хот Гриль Кафе,"город Москва, город Московский, Солнечная улица, дом 3А, строение 1",,,
2500,294855,Столовая,"город Москва, город Троицк, Физическая улица, дом 13",нет,,
7164,294829,Sabbia,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Щёлковское шоссе, дом 75",нет,,
3847,294797,Пицца Ям Ям- Пивная Пинта,"город Москва, Бескудниковский бульвар, дом 40, корпус 1",,,
8036,294793,COFFEE CLUB,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Большая Ордынка, дом 31/12, строение 1",нет,,
3085,294783,LURE oysterbar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 2/38, строение 1",нет,,
